index,medicament,avis_clean
3521,esomeprazole,je prends actuellement esomeprazole 2x40 mg depuis 3 ans voir plus car operee nissen en 2017 suite stenose peptique du au reflux suite 4eme grossesse j ai commence en 1998 a ma 3eme grossesse blocages alimentaires je vois un professeur le 01 08 23 a lille car suite examen baryte nouvelle hernie hiatale avec reflux ce medicament me calme des brulures sans cela je pense que je degusterez et mes tissus d oesophage seraient tres abimes ca n evite pas mon reflux mais protege mon oesophage a ce jour rares une fois a 2 fois des nausees vomissement et lors des vomissements plutot torsion d estomac les 2 dernieres fois je me suis fait dessus sans pouvoir me retenir ce qui m a fait consulter mon gastro
3522,esomeprazole,un medicament dont je ne peux pas m en passer depuis plus 15 ans les 20 mg des fois ne suffisent pas on doit doubler la dose avec un pansement gastrique en plus et cela s associe avec le syndrome du colon irritable
3523,esomeprazole,inquietante revelation sur cette accoutumance alors qu il ne devrait etre prescrit qu en cas de reelle necessite
3524,esomeprazole,ne pas oublier de prendre son traitement sinon on le ressent immediatement ce traitement fait grossir alors qu il faudrait perdre du poids pour la hernie hiatale
3525,esomeprazole,ne pas oublier de prendre son traitement sinon on le ressent immediatement ce traitement fait grossir alors qu il faudrait perdre du poids pour la hernie hiatale
3526,esomeprazole,medicament bien supporte et efficace pour moi
3527,esomeprazole,medicament bien supporte et efficace pour moi
3528,esomeprazole,je ne peux plus manger dans ce medicament le reflux gastrique est immediat lors de l arret du medicament
3529,esomeprazole,s est une solution efficace mais il est temps d approfondir le probleme et de trouver la cause qui est a l origine de ces reflux gastrique tres douloureux et peu etre de soigner une bonne fois pour toutes mais s est efficace et heureusement bon courage a toutes celles qui souffre de symptome maladie
3530,esomeprazole,impossible de m en passer je n arrive plus a manger sans le medicament
3531,esomeprazole,il parait qu a long terme ce medicament serait dangereux x cancer de l estomac insuffisance renale personnellement j en prend depuis plusieurs annees ou est le risque
3532,esomeprazole,pour ma part je le rend responsable de difficultes respiratoires augmentation de la tension arterielle et de crises d angoisse
3533,esomeprazole,tres efficace je ne peut pas m en passee
3534,esomeprazole,un medicament dont je ne peux pas me passer si par erreur je tombe en rupture mon estomac ne tarde pas a me dire d aller vite chercher mon renouvellement a la pharmacie
3535,etain,je ne vois pas quel medicament qui porte ce nom je prend du feldene pour calmer les articulations douloureuses
3536,etain,ce medicament apporte un peu de soulagement
3537,eucreas,what do you want to do new mailcopy
3538,eucreas,pour reduire rapidement mon hemoglobine glycosee 11 3 mon medecin m avait prescrit il y a un an stagid galvus associe a une prise d insuline abasaglar afin de faire baisser rapidement avec en complement un regime adequat suppression de l alcool du fromage et de la charcuterie j ai baisse mon hba1c est a 5 2 en avril avec mon medecin nous avons decide d arreter l insuline et de remplacer le duo stagid galvus par de l eucreas les taux journaliers de glycemie a jeun pouvait auparavant etre en dessous de 0 8 depuis elle est stable entre 0 9 et 1 pas de sensation d hypoglycemie pour l instant tout va bien
3539,eupantol,bonsoir a tous et toutes je leprend depuis 2003 il me convient parfaitement car je le prend le matin sa me protegent agit toute la journee je reprend le lendemain matin eupantol chez biogaran 20mg et des que je suis presque la fin je commande a ma pharmacie car mon medecin me prescrit en 4 fois renouvellable sur 4 mois malheureusement il en mettent que 28 aou lieu de 30 c est surtout embettant je prend que lui et pour rien au monde je changerais c est un traitement super il me protege bien
3540,euphylline,medicaments arretecar acceleraitmon coeur et a la pharmacie on m a dit qu il allait etre arrete
3541,euphytose,euphytose ou encore melatonine gellules 1 9mg ont ete une bonne experience traumatisante vomissements somnolence aucun endormissement bouffees de chaleur transit perturbe et vraiment la sensation de mal de mer au reveil j ai fini par m endormir en repartant sur ma prescription medicale donc attention ce genre de medicaments a des effets sur les personnes ayant un sii quel galere toutes ces molecules qui me deservent bon courage a tous
3542,euphytose,bonjour j ai arrete mon cache pour le sommeil qui me gene le matin je prend ephitoses 3 le soir et c est la meme chose que sauf qu au matin je ne ressens plus les effets indecirable
3543,eupressyl,enfin un antihypertenseur efficace ajoute a de l amlor 2 x 60 par jour
3544,eurobiol,l eurobiol change tout il y a juste a ne pas prendre une dose pour comprendre la difference lorsque je prevois de manger trop gras ex raclette je double la dose et tout se passe bien l oncologue m a dit que c est possible depuis que je procede comme ca je stabilise mon poids voire j en prend un peu
3545,eurobiol,le 40000 est en rupture alors 25000 je prefererai autre que des gelules mais bon
3546,eurobiol,l eurobiol est bien plus efficace que le creon
3547,eurobiol,leurobiol est assez formidable pour les personnes souffrant d insuffisance pancreatique a condition de respecter les doses prescrites il ameliore considerablement la qualite de vie des patients souffrant de cette pathologie
3548,eurobiol,gelule en flacon pas facile a prendre avec les doigts
3549,eurobiol,gellule en flacon tres difficiel a prendre j ai une forte preference pour les gelules en blister
3550,euthyral,a la suite de l arret du levothyrox que je ne supportait plus car enormement d effets secondaires j ai fait un avc du coup je n ai pas voulu en reprendre et mon medecin m a prescrit de l euthyral qui a nettement moins d effets secondaire la difficulte fut de trouver la bonne dose pour un resultat a peu pres satisfaisant mais qui me convient tout a fait a present je suis bien parallelement je prends des gelules de coenzyme q10 bio depuis 2017 et niveau perte de poids c est genial je rentre a present dans un 42 ce qui n etait plus arrive depuis une eternite je suppose donc que les deux substance reunie ont un effet benefique sur le poids et les graisses
3551,euthyral,prescription dans une hypothyroidie d hashimoto apres levothyrox nouvelle formule qui a completement destabilise ma thyroide alors que l ancienne formule m allait tres bien avec une stabilite de 4 ans au meme dosage a l arrivee de la nouvelle formule perte de poids importante environ 13 kg dereglement total deprime et tout les symptomes dune hypo hyper passage a l thyroxin qui m a soulage niveau symptomes mais qu un peu avec reprise 15 kg trouble de la memoire fatigue passe a euthyral depuis octobre 2019 1 comprime en alternance avec 1 demi 1 jour sur 2 alors la je revis mais le poids plutot que de diminuer a encore un peu augmente
3552,euthyral,euthyral me convient tres bien les analyses sont bonnes
3553,euthyral,je prends euthyral depuis longtemps car prise de 20 kg avec levothyrox et ca me va tres bien une petite baisse de la thyroide l ete dernier alors nous avons readapte le traitement neanmoins rien ne vaut l extrait thyroidien que je prenais depuis la naissance et avec lequel je ne prenais pas de poids
3554,euthyral,j en prends seulement quand mon taux depasse 10 sinon j evite car il contient du lactose et j y suis allergique les effets secondaires chez moi sont essentiellement des crampes et des rougeurs je suis donc obligee de prendre chaque jour un mag 2 24h et un lactose ok en meme temps que l euthyral je ne peux prendre qu un 1 4 de comprimes jour sinon ce n est plus vivable ce qui fait que les effets sur mon taux sont moindres j espere juste eviter le goitre ce medicament me permet aussi de garder un poids stable c est un des seuls avantages mais je n ai pas le choix ne supportant pas du tout les levothyrox et leurs petits freres c est le seul que je supporte
3555,euthyral,depuis que je prends ce traitement ma fatigue s est un peu calmee mieux qu avec l ancien traitement mais par contre cela ne regule pas mon poids obesite
3556,eviplera,oui je confirme insomnie recurrente et douleurs articulaires et de rares fois digestives
3557,eviplera,oui insomnies et articulations
3558,eviplera,obligatoire avec pates ou riz en mangeant plutot le soir pour moi qui suis musicien et qui travaille plutot la nuit avec des proteines bien entendu
3559,eviplera,nombreuses difficultes digestives douleurs articulaires les 5 premiers jours du debut du traitement
3560,eviplera,ce medicament m a provoque une hepatite medicamenteuse heureusement decouverte assez tot par mon suivi medical les medecins je ne peux que leurs dire merci et etre reconnaissant des soins qu ils me prodiguent je ne pouvais pas mieux tomber je s
3561,eviplera,pour certains ca marche pour d autres c est une catastrophe
3562,eviplera,bien le prendre apres les repas du midi obligatoire pour des action 100
3563,eviplera,ils semblerais qu il soit le champion des antiretroviraux a prise unique mais attention aux insomnies et douleurs musculaires diffuses sinon le top
3564,evista,non j ai surtout change mes habitudes alimentaires suppression des produits laitiers et toutes les viandes et poissons juste de temps en temps oeufs de mes poules uniquement l ete l hiver elles ne pondent pas regime ovo vegetalien ca evite l acidite qui detruit l os je prend juste de la vit d une ampoule tout les 2 mois et de la vit b12 car pas de viande mon calcium est au top il y en beacoup dans les vegetaux verts choux amandes il y a 7 ou 8 ans j ai pris de l evista et mon osteodensimetrie ne s est pas amelioree actuellement je suis stabilisee exament passe il y a juste quelques jours
3565,evista,j ai du arreter au bout de quelques jours a cause de nausees trop importantes depuis je suis perplexe
3566,evista,est il vraiment utile de prendre ce type de medicament
3567,exacyl,atteinte d adenomyose j ai de temps en temps de gros saignement hemorragique en dehors de mes regles des le deuxieme jours de prise les saignements deviennent normaux et ce stop au bout de quelques jours concernant le gout mieux vaut le prendre en comprimes
